index,number,frn,business_name,business_address,foreign_voice_provider,country,other_frns,other_dba_names,previous_dba_names,robocall_mitigation_contact_name,contact_title,contact_department,contact_business_address,contact_country,contact_telephone_number,contact_phone_extension,implementation,voice_service_provider_choice,gateway_provider_choice,intermediate_provider_choice,last_updated,filing_url
508,RMD0002072,1549914,Volcano Telephone Company,P.O. Box 1070 20000 East Highway 88 Pine Grove CA 95665,No,United States of America,0004307716;0008231292,Volcano Communications Company,,John M Lundgren,Vice President/Director of Network Services,Corporate,P.O. Box 1070 20000 Highway 88 Pine Grove CA 95665 California,United States of America,2092961417,,Partial,Yes,No,No,2024-11-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6c2f0caf1ba4b05022e3a681f54bcba9&view=sp
8931,RMD0021989,35671775,Volf Communications LLC,"25 First Avenue SW, STE A Watertown SD 57201",No,United States of America,,,,Aria Rocky,CEO,Regulatory,"25 First Avenue SW, STE A Watertown SD 57201",United States of America,5183360213,,Yes,No,No,Yes,2024-11-19,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=35331a3d1b93ca504c2b877ae54bcb9d&view=sp
4994,RMD0008146,31448350,Volga,9502 East Hardy Houston TX 77093,No,United States of America,,,,Steve Domingo,Admin,IT,9502 East Hardy Houston TX 77093,United States of America,2812242465,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b96ebfba1b7e38107b3bed39bc4bcbfa&view=sp
6562,RMD0011435,32540304,Volie Inc,7394 Heritage Palms Estates Dr Fort Myers FL 33966,No,United States of America,none,none,none,Scott Davis,President,Partner,7394 Heritage Palms Estates Dr Fort Myers FL 33966,United States of America,3192402743,,Yes,Yes,No,No,2024-04-22,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2ca56c961b409150dcd1ed3be54bcb5e&view=sp
212,RMD0001697,30865760,"Volli Communications, Inc.",790 Windmiller Drive Pickerington OH 43147,No,United States of America,,"FortiCall, NetLines, SIPMadeEasy, FortiHosted, Volli, DTA, Digital Telephone Alliance, Inc.",Digital Telephone Alliance Inc.,Michael L. Parmley,Director of Information Services,Engineering,790 Windmiller Drive Pickerington OH 43147,United States of America,614-300-2973,,Yes,Yes,No,No,2024-12-16,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=10cb20871b183450e4ec848ce54bcb5d&view=sp
2699,RMD0005047,15878093,"Volocall, LLC","SRVR LLC 1607 E Big Beaver Road, Suite 310 Troy MI 48083",No,United States of America,,,,Cosmin Gheara,Wholesale Manager,Carriers,"SRVR LLC 1607 E Big Beaver Road, Suite 310 Troy MI 48083",United States of America,'+1 248 680 2424,575,Yes,Yes,No,No,2024-04-24,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=c8ae29fd1bf17c10165aedfde54bcb54&view=sp
6777,RMD0012155,30230379,"Volt Broadband, LLC",P.O. Box 1577 Winnsboro LA 71295,No,United States of America,,,,Nora Pylant,Accountant,Accounting,P.O. Box 1577 Winnsboro LA 71295,United States of America,3187281055,,Yes,Yes,No,No,2024-04-12,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b7fa998b1bedd51085edebdbac4bcb67&view=sp
4660,RMD0007721,30314058,Voltexeo,26732 CALLE MARIA DANA POINT CA 92624,No,United States of America,,,,Matthew James Sundly,Mr,CEO,26732 CALLE MARIA DANA POINT CA 92624,United States of America,9498771553,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=0553ea261b7ef410003c43f1f54bcb12&view=sp
5727,RMD0009149,31551120,Voluable Voice Communications,100 N Sunset Dr Suite D Piqua OH 45356,No,United States of America,none,none,none,Nathan Webb,Co-Owner,Support,15 Willipie St Suite 220 Wapakoneta OH 45895,United States of America,937-468-3770,,Partial,Yes,No,No,2024-12-18,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=16db0eea1b137410823a419ae54bcb4a&view=sp
28,RMD0001444,17591066,Vonage Business Inc.,"101 Crawfords Corner Road, Suite 2416 Holmdel NJ 07733",No,United States of America,Vonage Holdings Corp.: 0018401844 & 0015311582; Vonage America LLC: 0029173770 &0018859546; Vonage Business Inc.: 0017591066,,"Vonage Business Solutions, Inc.,   Vonage Business Networks Inc.  Nexmo Inc.",Carol Keith,"Director, Legal Counsel",Legal,"101 Crawfords Corner Road, Suite 2416 Holmdel NJ 07733",United States of America,864 477 9651,,Yes,Yes,No,No,2024-11-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d93e1bfd1bfb68107ccf20ecac4bcb98&view=sp
8176,RMD0018590,18401844,Vonage Holdings Corp.,"101 Crawfords Corner Road, Suite 2416 HOLMDEL NJ 07733",No,United States of America,Vonage Holdings Corp.: 0018401844 & 0015311582Vonage America LLC: 0029173770 & 0018859546Vonage Business Inc.: 0017591066,,"Vonage America LLC (formerly know as ""Vonage America Inc.); Vonage Business Inc.(formerly know as Vonage Business Solutions, Inc.)",Carol Keith,"Director, Legal Counsel",Legal,"101 Crawfords Corner Road, Suite 2416 HOLMDEL NJ 07733",United States of America,864-477-9651,,Yes,Yes,No,No,2024-11-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a6ee6f9687604a10467d0ed8cebb3575&view=sp
7805,RMD0015872,34563247,"Vonayo, LLC",801 Travis Street Suite 2101 Houston TX 77002,No,United States of America,,,,Bilal Khalid,CEO,Executive,801 Travis Street Suite 2101 Houston TX 77002,United States of America,888-213-0533,,Yes,No,Yes,No,2024-03-15,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e60858a1872fb1500c54a9b60cbb3525&view=sp
3846,RMD0006667,22370738,Voneto,3000 Valley Forge Circle Suite 3750 king of prussia PA 19401,No,United States of America,0019111681,Semperon Corporation,,Rich Kotch,"Director, Technical Operations",Technical,937 Paoli Pike #1005 S-3750 West Goshen PA 19380 PA,United States of America,215-344-2266,,Yes,Yes,No,No,2024-04-24,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7d1f36a81bbab010e4ccdb1de54bcb08&view=sp
7100,RMD0013038,33380379,"Vonexta, Inc",6280 W Atlantic Blvd Margate FL 33063,No,United States of America,,,,Luis Navas,VP,Compliance,6280 W Atlantic Blvd Margate FL 33063,United States of America,9542310965,,Yes,Yes,No,No,2024-07-24,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b2188c6b1bb46550dcd1ed3be54bcb69&view=sp
5141,RMD0008352,28631455,"Vonix, LLC",3361 Rouse Rd Ste 100 OVIEDO FL 32817,No,United States of America,NONE,NONE,NONE,John Vinci,COO,Operations,3361 Rouse Road Suite 100 Orlando FL 32817,United States of America,4072898920,102,Yes,Yes,No,No,2024-02-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=021ef8571b7e78107b3bed39bc4bcb49&view=sp
6956,RMD0012580,33110867,Vopial Inc,651 N Broad Street Street 205 #9885 Middletown DE 19709,No,United States of America,,,,Muhammad Irfan,President,Compliance,651 N Broad Street Street 205 #9885 Middletown DE 19709,United States of America,8327534080,,Partial,No,Yes,No,2023-01-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=0c69d08c1b63d510e4ccdb1de54bcb21&view=sp
9060,RMD0022604,35451491,Vopial LLC,7901 4th St N Ste 300 Petersburg FL 33702,No,United States of America,,,,Rehan Saleem,President,Compliance,7901 4th St N Ste 300 Petersburg FL 33702,United States of America,'+1 951 422 2211,,Yes,Yes,No,No,2024-08-29,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ecc5200e4790d610418b674c926d43d0&view=sp
6751,RMD0012068,32769028,Vos Logic,312 w 2nd st casper WY 82601,No,United States of America,,,,Maria Vosh,Compliance Head,Compliance Department,312 w 2nd st casper WY 82601,United States of America,8336091517,,Partial,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=09cb54921b999110cc2f2f82f54bcb6c&view=sp
71,RMD0001504,19720747,"Votacall, Inc",1504 Providence Highway Suite #19 Norwood MA 02062,No,United States of America,,,,Jason Waldrup,Director of Technology,Management,1504 Providence Highway Suite #19 Norwood MA 02062,United States of America,7816930630,,Yes,Yes,No,No,2024-12-11,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=84a668711b04b8509294113d9c4bcb13&view=sp
8948,RMD0022038,35681014,"Voter Science, LLC",40 Lake Bellevue Dr. Suite 100 Bellevue WA 98005,No,United States of America,,Voter Science,,Bill Cassill,Sr. Managing Partner,Sr. Partner,40 Lake Bellevue Dr. Suite 100 Bellevue WA 98005,United States of America,425-224-2605,,Yes,Yes,No,No,2024-07-12,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6249cfa6971bc29012c3bffce053af74&view=sp
4470,RMD0007466,31437916,Vow Corporation,109 Builders Ct Boiling Springs SC 29316,No,United States of America,,,,Attn: Compliance Department,Compliance Counsel,Compliance,109 Builders Ct Boiling Springs SC 29316,United States of America,864-541-0650,,Partial,Yes,No,No,2024-12-31,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ce544d2e1bfaf410aa3cea41f54bcb41&view=sp
4887,RMD0008007,24935017,VoxCloud8 Corporation,"15757 Pines Blvd, # 268 Pembroke Pines FL 33027",No,United States of America,,,,Arturo Fuentes,CEO,Sales,"15757 Pines Blvd, # 268 Pembroke Pines FL 33027",United States of America,6463735664,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=431c3abe1bbe3810e1ca848ce54bcba6&view=sp
80,RMD0001514,19816354,Voxbeam Telecommunications Inc.,6314 Kingspointe Pkwy Suite 1 ORLANDO FL 32819,No,United States of America,,Magic Telecom,,Steve Kay,CEO,Executive,6314 Kingspointe Pkwy ORLANDO FL 32819,United States of America,4079651077,,Yes,Yes,No,No,2024-07-02,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=455b827d1b807c507ccf20ecac4bcb00&view=sp
8297,RMD0019190,34998484,Voxclear LLC,"30 South 15th Street, Suite 1500 Philadelphia PA 19102",No,United States of America,NONE,Voxclear,NONE,Jim Greenfield,Manager,,"30 South 15th Street, Suite 1500 Philadelphia PA 19102",United States of America,445-277-9400,101,Yes,Yes,No,No,2024-02-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ebed9cbe1ba48a10ab016206624bcb43&view=sp
6716,RMD0011911,16997611,Voxdom LLC,21091Woodspring Avenue Boca Raton FL 33428,No,United States of America,,Voxfly,Palmnet Inc,Paul Mentesidis,CEO,Billing,11868 Sandlake DR Boca Raton FL 33428,United States of America,'+15612131313,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=dc5af7e41b4915101ec7a93ce54bcbd2&view=sp
4506,RMD0007517,28133205,"Voximplant, Inc.",150 West 25th Street RM 403 New York NY 10001,No,United States of America,,,"Zingaya, Inc.",Alexey Aylarov,CEO,Management Department,150 West 25th Street RM 403 New York NY 10001,United States of America,'+1 650 285 0128,,Partial,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=544115261bf6f410dcd1ed3be54bcb93&view=sp
8970,RMD0022089,35413277,Voxlink LLC,7901 4th ST N STE 300 ST Petersburg FL 33702,No,United States of America,,,,Luke Arthur,Manager,Vendor Management,7901 4th ST N STE 300 ST Petersburg FL 33702,United States of America,7273466847,,Yes,Yes,No,No,2025-01-14,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=daeddd12876fca10dd68a9350cbb3529&view=sp
2352,RMD0004517,16967507,"Voxology Carrier Services, Inc.",3513 Brighton Blvd Suite 482 Denver Colorado 80216,No,United States of America,,Binfone Telecom,Voiceinc.com Corporation,Justin Newman,CEO,Compliance,5000 Birch Street Newport Beach CA 92660,United States of America,'+1 949 596 4629,,Yes,Yes,No,Yes,2024-02-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=659d8fb91bcdf4102eb2a82fe54bcb24&view=sp
2353,RMD0004518,18867770,"Voxology Integrations, Inc.",3513 Brighton Blvd Suite 482 Denver Colorado 80216,No,United States of America,,Shoutpoint,"Shoutpoint, Inc.",Justin Newman,CFO,Compliance,5000 Birch Street Newport Beach CA 92660,United States of America,9495964629,,Yes,Yes,No,No,2024-02-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=614e037d1bcdf4102eb2a82fe54bcb90&view=sp
9438,RMD0025973,36481653,Voxpresso LLC,117 S LEXINGTON ST HARRISONVILLE MO 64701,No,United States of America,,,,Talha Mahmood,Mr,NOC,117 S LEXINGTON ST HARRISONVILLE MO 64701,United States of America,816-258-7876,,Partial,Yes,No,No,2025-01-04,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9d05105bdbfad61049639f95f39619b2&view=sp
2377,RMD0004549,23770696,Voxtell LLC,300 S Orange Ave Suite 1000 Orlando FL 32801,No,United States of America,,,,Junior Smizmaul,CEO,Operations,300 S Orange Ave Suite 1000 Orlando FL 32801,United States of America,4072888142,101,Yes,Yes,No,No,2024-02-23,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=cf7b93bd1b09f4107ccf20ecac4bcb20&view=sp
6902,RMD0012489,33049818,Voxtra,109 E. 17th St. Suite #6010 cheyenne WY 82001,No,United States of America,NONE,NONE,NONE,Adem Bessim,CTO,NOC,109 E. 17th St. Suite #6010 CHEYENNE WY 82001,United States of America,3073174210,,Yes,Yes,No,No,2022-11-01,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a6d38e971bb2d510dabd2f41f54bcb98&view=sp
9130,RMD0023133,35994334,Voxtrong Group,3200 14th St Ste 414 Plano TX 75074,No,United States of America,,,,Steve,IT MANAGER,IT,3200 14th St Ste 414 Plano TX 75074,United States of America,8722104785,,Yes,Yes,No,No,2024-09-25,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=83f8a7ea873c1e109f0cc8460cbb3555&view=sp
7571,RMD0015172,34186833,VoxveyTel LLC,11535 K-Tel Drive Suite 41619 Minnetonka MN 55343,No,United States of America,,,,Abdul Rehman,CEO,Legal,11535 K-Tel Drive Suite 41619 Minnetonka MN 55343,United States of America,3025800999,,Yes,Yes,Yes,No,2024-02-28,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=004019a01b853510d49ca86ce54bcbd0&view=sp
8913,RMD0021952,35486794,Voyage Networks,6340 N ELDRIDGE PKWY STE N117 HOUSTON TX 77041,No,United States of America,,,,Anwar Aftab,Founder,Executive,6340 N ELDRIDGE PKWY STE N117 HOUSTON TX 77041,United States of America,7868136128,,Yes,Yes,No,No,2024-07-03,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=cfaff12b4707c25073fd0c03e16d433e&view=sp
8515,RMD0020261,34645911,Voyageur Security Inc.,1301 Cuesta Arriba Ct. NE STE B Albuquerque NM 87113,No,United States of America,,Access Technologies,,Mark Iske,General Manager,Administration,1301 Cuesta Arriba Ct. NE STE B Albuquerque NM 87113,United States of America,5053410202,,Yes,Yes,No,No,2024-04-03,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=cfd0321e1b5d0e10d7bdcbf5624bcb51&view=sp
488,RMD0002046,15331689,"Voyant Communications, LLC",550 W Adams Street Suite 900 Chicago IL 60661,No,United States of America,,,,Stacy Graham,Trust & Assurance Policy Director,Technology: Service Operations,"One North Wacker Drive, Suite 2500 Chicago IL 60606",United States of America,2178621953,,Yes,Yes,Yes,Yes,2024-11-11,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=5df36f971b603050822320efe54bcb7b&view=sp
6053,RMD0009757,31760879,Voyce Telecom LLC,8200 Greensboro Dr. Suite 820 McLean VA 22102,No,United States of America,none,"Voyce, VoyceTel",none,Omar Luna,CEO,Operations,8200 Greensboro Dr. Suite 820 McLean VA 22102,United States of America,832-506-0905,,Yes,Yes,No,No,2024-02-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=92e622d4db49451032765425f3961904&view=sp
6014,RMD0009697,19765601,"Voyzze Communications, Inc.",39159 Paseo Padre Pkwy Ste 204 Fremont CA 94538,No,United States of America,,,,Paresh PAREKH,Director,Retail,39159 Paseo Padre Pkwy Ste 204 Fremont CA 94538,United States of America,8779986686,,Yes,Yes,No,No,2024-12-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=30cf90d01be84550b7fca93ce54bcb16&view=sp
5229,RMD0008459,31458169,Vultik INC,312 W 2nd St STE 2104 Casper WY 82601,No,United States of America,NONE,NONE,NONE,Maria Villanueva,Head of Support,Support,312 W 2nd ST STE 2104 Casper WY 82601,United States of America,833-542-6822,,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=0ee0b5eb1bb6b810544a404fe54bcb82&view=sp
1700,RMD0003618,31078744,Vumber LLC,30 Jericho Executive Park Suite 400 E Jericho NY 11753,No,United States of America,,"Paltalk, Inc",AVM Software Inc,Phillip Jones,VP Telephony,Engineering,30 Jericho Executive Park Jericho NY 11753,United States of America,2129996563,,Yes,Yes,No,No,2024-04-17,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=0acaf4991b41f0107ccf20ecac4bcbcc&view=sp
480,RMD0002035,22600332,"Vyve Broadband J, LLC","4 International Drive, Suite 330 Rye Brook NY 10573",No,United States of America,0022346357; 0001579747; 003753530; 0001568971; 0028676500; 0029237369; 0031755226,Vyve; Vyve Broadband,Northland Communications,Steve Kaiser,"Senior Vice President, IT",IT,"4 International Drive, Suite 330 Rye Brook NY 10573",United States of America,314-972-4967,,Yes,Yes,No,No,2025-01-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=5ee70b931bacfc10822320efe54bcbac&view=sp
3541,RMD0006260,10597771,"Vyvx, LLC",100 CenturyLink Drive Mailstop:3TCW088.2 Monroe LA 71203,No,United States of America,,,,Philip Linse,Director Public Policy,Public Policy and Compliance,"660 N Capitol Street NW Suite 240 Washington, DC DC 20001 79e868f3dba03600d02ffb0e0f961973",United States of America,303-707-3844,,Partial,Yes,No,No,2024-09-06,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d13529c31b623050e91484cae54bcb70&view=sp
4107,RMD0006999,31380934,W Cubed,21704 Swale Ave Parker CO 80138,No,United States of America,,,,Network Operations,Support,Operations,21704 Swale Ave Parker CO 80138,United States of America,303-937-6188,,Yes,Yes,No,No,2024-12-31,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=43ad515d1b763410dcd1ed3be54bcbf1&view=sp
4582,RMD0007622,31440027,"W. Metts Engineering Co., Inc.",121 Bridge Street Branchville SC 29432,No,United States of America,,,,William Bozard,Technical Support,Technical Support,121 Bridge Street Branchville SC 29432,United States of America,8032744243,,Yes,Yes,No,No,2024-04-24,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=8c597d621bfaf410003c43f1f54bcb43&view=sp
158,RMD0001621,1655125,"W.T. Services, Inc.",3429 US Hwy 385 P.O. Box 1776 Hereford TX 79045,No,United States of America,"0005039847, 0015561780, 0018408070",Hereford Long Distance,,Scott Hickok,CEO/General Manager,Administrative,3429 US Hwy 385 Hereford TX 79045,United States of America,8063643331,,Partial,Yes,No,No,2024-06-06,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7e4088421b147c10544a404fe54bcbb9&view=sp
6754,RMD0012073,32385163,"W1 Services, Inc.",548 Market st PMB 95977 San Francisco CA 94104,No,United States of America,,,,Alejandro Rosillo,Voice Operations,Voice,548 Market st PMB 95977 San Francisco CA 94104,United States of America,8584442942,,No,Yes,No,No,2022-08-19,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6847452e1bd59110c1bbed7ae54bcb4b&view=sp
8793,RMD0021735,35502814,WAINCETEL LLC,1209 MOUNTAIN ROAD PL NE STE R ALBUQUERQ ALBUQUERQUE NM 87110,No,United States of America,,"WAINCETEL, LLC",,Mateo Henry,Manager,Legal,1209 MOUNTAIN ROAD PL NE STE R ALBUQUERQ ALBUQUERQUE NM 87110,United States of America,8059916073,,Yes,No,No,Yes,2024-06-02,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7f96fe5597aace10a59057a00153af2b&view=sp
3232,RMD0005855,27441047,"WAN Communications, Inc",P O Box 141821 Miami FL 33114,No,United States of America,,,,Reeza Rossie,CTO,Tech Support,P O Box 141821 Miami FL 33114,United States of America,3058581819,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9c65c3921bee7c10031f0f21f54bcb5f&view=sp
414,RMD0001949,3936994,WASHINGTON COUNTY RURAL TELEPHONE COOPERATIVE INC,105 E. Railroad St. PEKIN IN 47165,No,United States of America,,Telemedia,,Chris A. Broy,General Manager,Administration,105 E. Railroad St. PEKIN IN 47165,United States of America,812-967-5501,,No,Yes,No,No,2024-12-19,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d550c2f61b207050e4ec848ce54bcb91&view=sp
6835,RMD0012318,32912016,WAV Solutions,4496 Brandywine Dr Boca Raton FL 33487,No,United States of America,,WAV Networks,,Walter Velez,Owner,Administration,4496 Brandywine Dr Boca Raton FL 33487,United States of America,5612993555,1,Yes,Yes,No,No,2024-04-03,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ec5885361b0e15101ec7a93ce54bcbfe&view=sp
8057,RMD0017470,25198367,"WAVE.BAND, LLC",9715 Carroll Centre Rd Ste 105 San Diego CA 92126,No,United States of America,,,,Michael Holly,COO,,9715 Carroll Centre Rd Ste 105 San Diego CA 92126,United States of America,6197303333,,Yes,Yes,No,No,2024-02-23,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6356db1d1ba08610d9b4caa8624bcbdf&view=sp
1922,RMD0003904,24824443,"WC Fiber, LLC",Hwy 28 By-Pass PO Box 610 Abbeville SC 29620,No,United States of America,,Up Country Fiber,,Troy Mack,Network Operations Manager,Operations,Hwy 28 By-Pass Abbeville SC 29620,United States of America,864-446-9231,,Partial,Yes,No,No,2024-03-14,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ca90952d1b49341002beea82f54bcb79&view=sp
6236,RMD0010477,5027941,"WEHCO Video, Inc.",115 E. Capitol Ave. PO Box 2221 Little Rock AR 72203,No,United States of America,0001730266; 0001740513; 0005028030; 0001729243; 0005028675; 0005028774; 0005028832; 0005028857; 0001725522;,"Cam-Tel Company; Vicksburg Video, Inc; Resort Television Cable Co., Inc.; Hope Community TV, Inc.; Longview Cable Television Co., Inc.; Pine Bluff Cable Television, Inc.; East Arkansas Video, Inc.; White County Video, Inc.; Tahlequah Cable Television Co., Inc.",,Charlotte Dial,VP of Administration,"WEHCO Video, Inc.",115 E Capitol Avenue Little Rock AR 72201,United States of America,5013783529,5013783529,Yes,Yes,No,No,2024-02-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=42f079011b46051068d1a82eac4bcb54&view=sp
9095,RMD0022951,35907716,WEKALL LLC,"CL 36 NO. 128 - 321 Valle  Cali, Colombia",No,United States of America,NONE,NONE,NONE,Luis Labrada,Operations Manager,Operations,"CL 36 NO. 128 - 321 Valle  Cali, Colombia",United States of America,'+57 3154108565,,No,No,No,Yes,2024-09-13,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7b07a4fa1ba41a5026f5657ce54bcbc4&view=sp
320,RMD0001827,3742343,"WEST PLAINS TELECOMMUNICATIONS, iNC.",302 UVALDE PO Box 1012 MULESHOE TX 79347,No,United States of America,NONE,NONE,NONE,Jackie Ethridge,Plant Supervisor,Plant,302 UVALDE MULESHOE TX 79347,United States of America,806-272-5533,,Partial,Yes,No,No,2024-10-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=baa8bc191be4f410544a404fe54bcb98&view=sp
2193,RMD0004244,4382545,"WEST POINT TELEPHONE COMPANY, INCORPORATED",525 JUNCTION ROAD MADISON WI 53717,No,United States of America,see list in attached RMP,TDS,,Joe Kramschuster,Senior Manager � Product Management,Marketing & Customer Operations,525 JUNCTION ROAD MADISON WI 53717,United States of America,608-577-7897,,Partial,Yes,No,No,2025-01-14,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=194d57ed1b0d741002beea82f54bcbdb&view=sp
466,RMD0002017,1667765,"WESTERN NEW MEXICO TELEPHONE COMPANY, INC.",314 W Yankie Street PO 3079 Silver City NM 88062,No,United States of America,0012312963,"WNMC, WNM Communications",,TAMRA MANNING,NOC MANAGER,MANAGEMENT,314 W Yankie Street PO 3079 Silver City NM 88062,United States of America,5753882546,,Yes,Yes,No,No,2025-01-14,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=1f87130b1b6c305022e3a681f54bcbbd&view=sp
