index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
8701,35436609.0,"Outbound Voice, LLC",212-470-0553,One World Trade Center Suite 8500 New York NY 13323,One World Trade Center Suite 8500 New York NY 13323,Complete STIR/SHAKEN Implementation
8702,35327592.0,"The Larabell Group, LLC",2489248967,310 Crimson Sky Ct Dripping Springs TX 78620,310 Crimson Sky Ct Dripping Springs TX 78620,Complete STIR/SHAKEN Implementation
8703,26642223.0,"Wi-Fiber, Inc.",4359195119,70 E Golf Course RD STE 130 Logan UT 84321,70 E Golf Course RD STE 130 Logan UT 84321,Complete STIR/SHAKEN Implementation
8704,35375492.0,Televirgins,585-361-8334,"1178 Broadway, New York New York NY 10001","1178 Broadway, New York New York NY 10001",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8705,30489579.0,"Computer C & C, Inc",5079293631,1217 E College Dr Suite 1 Marshall MN 56258,1217 E College Dr Suite 1 Marshall MN 56258,Complete STIR/SHAKEN Implementation
8706,35434356.0,Aertel,646 740 0966,"8751 Collin Mckinney Parkway, SUITE 1102 #1060 Mckinney TX 75070","8751 Collin Mckinney Parkway, SUITE 1102 #1060 Mckinney TX 75070",Complete STIR/SHAKEN Implementation
8707,33222472.0,One Stop Telecom,6267657526,123 E 9th St Ste 343 Upland CA 91786,123 E 9th St Ste 343 Upland CA 91786,Complete STIR/SHAKEN Implementation
8708,35343219.0,Mayer Networks Inc,6185294922,304 E Walnut St Carbondale IL 62901,304 E Walnut St Carbondale IL 62901,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8709,15545437.0,"Velocity, A Managed Services Company, Inc.",567.686.0888,6936 Spring Valley Dr Holland OH 43528,6936 Spring Valley Dr Holland OH 43528,Complete STIR/SHAKEN Implementation
8710,35458256.0,ASAP CORPORATION,'+18596184656,230 North River Ridge Circle Burnsville MN 55337,230 North River Ridge Circle Burnsville MN 55337,Complete STIR/SHAKEN Implementation
8711,35458314.0,Dynamiq Corporation,5027195050,PO Box 991453 Louisville KY 40269,PO Box 991453 Louisville KY 40269,Complete STIR/SHAKEN Implementation
8712,33562679.0,Telecommunications Resource Management Inc,919-779-0776,156 Annaron Ct Raleigh NC 27603,156 Annaron Ct Raleigh NC 27603,Complete STIR/SHAKEN Implementation
8713,31803091.0,Airtime Technologies Chile SpA,'+56986855403,"Mariano Sanchez Fontecilla 310, Office 03-116 Las Condes   Santiago, Chile",Mariano Sanchez Fontecilla 310 Office 4141 Las Condes Mariano S�nchez Fontecilla Santiago 7550296 Regi�n Metropolitana,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8714,35461516.0,ITSEL LLC,2815551212,2231 Center St B-244 Deer Park TX 77536,2231 Center St B-244 Deer Park TX 77536,Complete STIR/SHAKEN Implementation
8715,35462027.0,Open Banking Solutions,6103372221,6400 W Boynton Beach Blvd Suite 740486 Boynton Beach FL 33474,6400 W Boynton Beach Blvd Suite 740486 Boynton Beach FL 33474,Complete STIR/SHAKEN Implementation
8716,35440379.0,Benefitalign LLC,3017750660,2021 GIRARD BLVD SE SUITE 200 ALBUQUERQUE NM 87106,2021 GIRARD BLVD SE SUITE 200 ALBUQUERQUE NM 87106,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8717,35462399.0,"Prairie Fire Phones, LLC",5159549542,1684 170th St Winterset IA 50273,1684 170th St Winterset IA 50273,Complete STIR/SHAKEN Implementation
8718,35047307.0,"Workflow Products, LLC",8175039545,113 SOUDER DR HURST TX 76053,113 SOUDER DR HURST TX 76053,Complete STIR/SHAKEN Implementation
8719,35462779.0,5th Gear Technology Concepts,6156063121,640 Spence Lane Suite 100 Nashville TN 37217,640 Spence Lane Suite 100 Nashville TN 37217,Complete STIR/SHAKEN Implementation
8720,35462902.0,Iris 360,3216046530,39 Creek Bluff Run Flagler Beach FL 32136,39 Creek Bluff Run Flagler Beach FL 32136,Complete STIR/SHAKEN Implementation
8721,35462712.0,Priux Solutions LLC,6162742140,1317 Edgewater Dr #814 Orlando FL 32804,1317 Edgewater Dr #814 Orlando FL 32804,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8722,35458876.0,"IServ Tech, LLC",3524821999,2605 SW 33rd St Bldg 103 Ocala FL 34471,1558 Sw 7th Rd Ocala FL 34471,Complete STIR/SHAKEN Implementation
8723,35464619.0,Unlimited Security Inc,7175332450,307 HOCKERSVILLE RD Hershey PA 17033,307 HOCKERSVILLE RD Hershey PA 17033,Complete STIR/SHAKEN Implementation
8724,35459361.0,"Pulzcom, Inc",8053041450,5091 Shady Trail st Simi Valley CA 93063,5091 Shady Trail st Simi Valley CA 93063,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8725,35435726.0,"J2 Technology SOLUTIONS, LLC",856-474-1280,11 N Broadway Pitman NJ 08071,11 N Broadway Pitman NJ 08071,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8726,34513382.0,Sentry IT Solutions LLC,5163860588,60 Bethpage Rd Hicksville NY 11801,60 Bethpage Rd Hicksville NY 11801,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8727,35434257.0,mgi media,0763976670,"Baarerstrasse 48 Zug 6300 Zug, Switzerland",Baarerstrasse 48 Zug 6300 Zug,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8728,31439086.0,Wavenet Limited,'+443333442464,"One Central Boulevard Birmingham B90 8BG Solihull, United Kingdom","One Central Boulevard Birmingham B90 8BG Solihull, United Kingdom",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8729,35454065.0,VUE IT INC.,'+14039915505,"234-5149 Country Hills Blvd NW Suite 135 Alberta T3A 5K8 Calgary, Canada",234-5149 Country Hills Blvd NW Suite 135 Calgary T3A 5K8,Complete STIR/SHAKEN Implementation
8730,35451699.0,EvolveIP LTD,'+44-2033752565,"6 Cefn Coed Parc Cardiff CF15 70QQ Nantgarw, United Kingdom",6 Cefn Coed Parc Nantgarw CF15 70QQ Cardiff,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8731,35429018.0,"Micro Merchant Systems, Inc.",516-408-3999,805 RXR Plaza Uniondale NY 11556,805 RXR Plaza Uniondale NY 11556,Complete STIR/SHAKEN Implementation
8732,35457183.0,"FYI Tech Solutions, LLC",901-283-3509,875 W. Poplar Ave. Suite 23-334 Collierville TN 38017,875 W. Poplar Ave. Suite 23-334 Collierville TN 38017,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8733,35468883.0,Servcomm Communications Limited,'+17787766006,"15300 Croydon Drive, suite 300 British Columbia V3Z0Z5 Surrey, Canada","15300 Croydon Drive, suite 300 British Columbia V3Z0Z5 Surrey, Canada",Complete STIR/SHAKEN Implementation
8734,30957765.0,"Hummel Holdings, Inc",4796369395,201 S 19th St STE T Rogers AR 72758,201 S 19th St STE T Rogers AR 72758,Complete STIR/SHAKEN Implementation
8735,22570352.0,"Paskey Enterprises, Inc.",'+3609491381,PO Box 702 Bingen WA 98605,PO Box 702 Bingen WA 98605,Complete STIR/SHAKEN Implementation
8736,35469790.0,"Netpoint Consulting, LLC",419-775-3782,PO Box 3023 Lexington OH 44904,PO Box 3023 Lexington OH 44904,Complete STIR/SHAKEN Implementation
8737,32731218.0,Insightful Networks Inc,'+13234954422,7925 SANTA MONICA BLVD STE 202 Hollywood CA 90046,7925 SANTA MONICA BLVD STE 202 Hollywood CA 90046,Complete STIR/SHAKEN Implementation
8738,35471234.0,Xunity Inc.,'+14164695008,"13 Seymour Ave Ontario M4J 3T3 Toronto, Canada",13 Seymour Ave Toronto M4J 3T3 Ontario,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8739,35471432.0,"Daocom, LLC",7873010075,E1 Calle Marginal Urb. Santa Cruz Bayamon PR 00961,E1 Calle Marginal Urb. Santa Cruz Bayamon PR 00961,Complete STIR/SHAKEN Implementation
8740,32197972.0,BP Networking and Design inc,'+1 347 446 6237,419 Windsor Pl Oceanside NY 11572,419 WINDSOR PL OCEANSIDE NY 11572-1126,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8741,31501794.0,Net Core Technologies,7024256946,213 Valare Street Henderson NV 89012,213 Valare Street Henderson NV 89012,Complete STIR/SHAKEN Implementation
8742,35470020.0,HYPERRIDE TECHNOLOGIES INC,'+19543694184,3746 NW 124th Ave Coral Springs FL 33065,3746 NW 124th Ave Coral Springs FL 33065,Complete STIR/SHAKEN Implementation
8743,4056602.0,"Bee Line, Inc.",207-474-2727,P.O. Box 2276 Skowhegan ME 04976,P.O. Box 2276 Skowhegan ME 04976,Complete STIR/SHAKEN Implementation
8744,27233097.0,"TC SYstems, LLC",5619484311,902 Clint Moore Rd Suite 206 Boca Raton FL 33487,902 Clint Moore RD. Suite 206 Boca Raton FL 33487,Complete STIR/SHAKEN Implementation
8745,4991998.0,LBiSat LLC,801 501 9990,1082 E. Belladonna Drive Eagle Mountain UT 84005,1082 E Belladonna Dr Eagle Mountain UT 84005,Complete STIR/SHAKEN Implementation
8746,35471077.0,"RT2 Tech Holdings, LLC",8328634803,Summer Gardens Ln 2222 Katy TX 77493,Summer Gardens Ln 2222 Katy TX 77493,Complete STIR/SHAKEN Implementation
8747,27257898.0,"Cyber One Solutions, LLC.",2816728035,1110 NASA Parkway STE 630 Houston TX 77058,1110 NASA Parkway STE 630 Houston TX 77058,Complete STIR/SHAKEN Implementation
8748,35473321.0,ACM Communications,9167970880,2310 June Mountain Ct Rocklin CA 95765,2310 June Mountain Ct Rocklin CA 95765,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8749,34557082.0,NEXTGENVOICE,3479093939,20379 W Country Club Dr Apt 2633 Aventura FL 33180,20379 W Country Club Dr Apt 2633 Aventura FL 33180,Complete STIR/SHAKEN Implementation
8750,34681841.0,"Low Volt Ohio, LLC",440-280-1001,11565 Fay Rd Concord Township OH 44077,11565 Fay Rd Concord Township OH 44077,Complete STIR/SHAKEN Implementation
8751,33924333.0,Skyvera Communications LLC,919-457-9990,2028 E Ben White Blvd Ste 240-2650 Austin TX 78741,"2028 E Ben White Blvd, Ste 240-2650 Austin TX 78741",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8752,35477686.0,"KD Systems, Inc.",2034876300,500 West Putnam Avenue Suite 400 Greenwich CT 06830,500 West Putnam Avenue Suite 400 Greenwich CT 06830,Complete STIR/SHAKEN Implementation
8753,35477637.0,Litten Communications LLC,6784477701,282 Harden Road Zebulon GA 30295,282 Harden Road Zebulon GA 30295,Complete STIR/SHAKEN Implementation
8754,35478254.0,"The I.T. Connection, Inc.",8155263600,"444 N IL Route 31, Suite 105 Crystal Lake IL 60012","444 N IL Route 31, Suite 105 Crystal Lake IL 60012",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8755,35462142.0,Asset Management LLC,3047516286,255 6th Avenue West HUNTINGTON WV 25701,255 6th Avenue West HUNTINGTON WV 25701,Complete STIR/SHAKEN Implementation
8756,35472778.0,Ask Re Inc.,'+17057870517,"86 West Rd Ontario P1H 1M1 Huntsville, Canada","86 West Rd Ontario P1H 1M1 Huntsville, Canada",Complete STIR/SHAKEN Implementation
8757,35469097.0,"Island Technologies, Inc.",8433141709,PO Box 1429 Pawleys Island SC 29585,PO Box 1429 Pawleys Island SC 29585,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8758,35481209.0,Arrow Group Inc,9209174107,608 W Green Bay St Bonduel WI 54107,608 W Green Bay St Bonduel WI 54107,Complete STIR/SHAKEN Implementation
8759,35481712.0,Brian David Miller,2163211188,1618 Rydalmount Rd Cleveland OH 44118,1618 Rydalmount Rd Cleveland OH 44118,Complete STIR/SHAKEN Implementation
8760,35481878.0,Cable Internet Bill,3602987670,3019 240th ste CT E spanaway city WA 98387,3019 240th ste CT E spanaway city WA 98387,Complete STIR/SHAKEN Implementation
8761,30798698.0,"FiveForge, LLC",567-899-7010,PO Box 545 Ashland OH 44805,1310 Claremont Ave Suite C Ashland OH 44805,Complete STIR/SHAKEN Implementation
8762,35482231.0,Allen Miller Computer Consulting,5133215120,2980 Springer Avenue Cincinnati OH 45208,2980 Springer Avenue Cincinnati OH 45208,Complete STIR/SHAKEN Implementation
8763,35472208.0,Hayyul Communications,'+923219851994,"117 Babar Block Punjab 54000 Lahore, Pakistan",117 Babar block Lahore 54000,Complete STIR/SHAKEN Implementation
8764,35471341.0,"SYO Computer Engineering Services, Inc.",586-580-2213,PO BOX 182487 Shelby Township MI 48318,PO BOX 182487 Shelby Township MI 48318,Complete STIR/SHAKEN Implementation
8765,35473339.0,"PetroNet Works, LLC",432-599-1451,1305 N. Cramer Rd. Elmwood IL 61529,1305 N cramer rd elmwood IL 61529,Complete STIR/SHAKEN Implementation
8766,6955835.0,"Netwolves Network Services, LLC.",8137167596,4710 Eisenhower Blvd Ste E-8 Tampa FL 33634,4710 Eisenhower Blvd Ste E-8 Tampa FL 33634,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8767,30883490.0,"Hyperion Managed Services, LLC",248-983-1000,100 E. Big Beaver Road Suite 870 Troy MI 48083,100 E. Big Beaver Road Suite 870 Troy MI 48083,Complete STIR/SHAKEN Implementation
8768,35486422.0,"Loricus, Inc.",2169310000,3 Summit Park Drive STE 535 Independence OH 44131,3 Summit Park Drive STE 535 Independence OH 44131,Complete STIR/SHAKEN Implementation
8769,9337031.0,"Asia Access Telecom, Inc.",7328289002,197 Route 18 South Suite 225 East Brunswick NJ 08816,197 Route 18 South Suite 225 East Brunswick NJ 08816,Complete STIR/SHAKEN Implementation
8770,34028712.0,"I S Consulting, Inc",6784504044,6 Jones St Suite B Gainesville GA 30501,6 Jones St Suite B Gainesville GA 30501,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8771,30083117.0,Falcon Cruz LLC,7875923430,PO Box 136 Toa Alta PR 00954,Villas del Toa Calle Esmeralda Lote 1 Toa Alta PR 00953,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8772,29130507.0,"Global Reach Internet Productions, LLC",5159960996,2321 N. Loop Drive Suite 210 Ames IA 50010,2321 N. Loop Drive Suite 210 Ames IA 50010,Complete STIR/SHAKEN Implementation
8773,31784036.0,Brettworks,507-262-2100,PO BOX 4011 Mankato MN 56002,PO BOX 4011 Mankato MN 56002,Complete STIR/SHAKEN Implementation
8774,35487396.0,"TRE Group, Inc",7188089880,"1810 Voorhies Ave, Suite 7 BROOKLYN NY 11235","1810 Voorhies Ave, Suite 7 BROOKLYN NY 11235",Complete STIR/SHAKEN Implementation
8775,35486489.0,"A to Z PC, LLC",5022413133,4017 Meadow Crest Ct Louisville KY 40245,PO Box 988 Pewee Valle KY 40056,Complete STIR/SHAKEN Implementation
8776,35480441.0,Voipswitch AG,'+44-20-8136-6000,"Alte Steinhauserstr. 1 Cham 6330   Zurich, Switzerland","Alte Steinhauserstr. 1 Cham 6330   Zurich, Switzerland",Complete STIR/SHAKEN Implementation
8777,35094465.0,Deangelo LLC,9892812393,4930 W Kaweah Ct Visalia CA 93277,4930 W Kaweah Ct Visalia CA 93277,Complete STIR/SHAKEN Implementation
8778,32998742.0,"Always On Communications, Inc.",8138074140,3959 Van Dyke Rd - Ste. 84 Lutz FL 33558,3959 VAN DYKE RD #84 Lutz FL 33558,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8779,35478403.0,Ringolink Network LLC,3073960460,1209 MOUNTAIN ROAD PL NE STE R ALBUQUERQ ALBUQUERQUE NM 87110,1209 MOUNTAIN ROAD PL NE STE R ALBUQUERQ ALBUQUERQUE NM 87110,Complete STIR/SHAKEN Implementation
8780,35488808.0,AYAC LLC,7868401295,240 SE 36th Avenue Homestead FL 33033,240 SE 36th Avenue Homestead FL 33033,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8781,24199705.0,"Cobalt IT, Inc.",6502265050,116 E 25TH AVE STE A SAN MATEO CA 94403,116 E 25TH AVE STE A SAN MATEO CA 94403,Complete STIR/SHAKEN Implementation
8782,35406925.0,ILLYSOFT,'+38338600696,"Str. Shefqet Shkupi 69 Kosovo 10000 Prishtine, Albania","Str. Shefqet Shkupi 69 Kosovo 10000 Prishtine, Albania",Complete STIR/SHAKEN Implementation
8783,35493634.0,"voxxa, inc",3252688285,"6001 W Parmer Lane, Ste 370 #501 Austin TX 79727","6001 W Parmer Lane, Ste 370 #501 Austin TX 78727",Complete STIR/SHAKEN Implementation
8784,33853698.0,TCRF Group Inc,4233870100,PO BOX 1502 Bristol TN 37621,PO Box 1502 Bristol TN 37620,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8785,34026880.0,"Framework IT, LLC",312-546-4877,700 N. Sacramento Blvd. Suite 101 Chicago IL 60612,700 N. Sacramento Blvd. Suite 101 Chicago IL 60612,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8786,7738446.0,"US Signal Company, LLC",616-233-7609,201 Ionia Ave SW Grand Rapids MI 49503,201 Ionia Ave SW Grand Rapids MI 49503,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8787,35491331.0,Esqalane inc,3475799004,147-42 78th ave flushing NY 11367,147-42 78th ave flushing NY 11367,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8788,35464817.0,Reliable VoIP Solutions LLC,610-643-7744,926 9th Ave Prospect Park PA 19076,926 9th Ave Prospect Park PA 19076,Complete STIR/SHAKEN Implementation
8789,31976475.0,newphone,7047185604,1056 Paramount Cir Gastonia NC 28052,1056 Paramount Cir Gastonia NC 28052,Complete STIR/SHAKEN Implementation
8790,30016901.0,"KMB IT Consulting, Inc",508-581-5021,3 Jackson Lane Millbury MA 01527,3 Jackson Lane Millbury MA 01527,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8791,35500701.0,VENTAmobile LLC,'+37126420279,"K.Barona St.32-14   Riga, Latvia","K.Barona St.32-14   Riga, Latvia",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8792,32955189.0,Tech The Right Way,8324226349,10924 Grant Road Num 511 Houston TX 77070,10924 Grant Road Num 511 Houston TX 77070,Complete STIR/SHAKEN Implementation
8793,35502814.0,WAINCETEL LLC,8059916073,1209 MOUNTAIN ROAD PL NE STE R ALBUQUERQ ALBUQUERQUE NM 87110,1209 MOUNTAIN ROAD PL NE STE R ALBUQUERQ ALBUQUERQUE NM 87110,Complete STIR/SHAKEN Implementation
8794,35508563.0,Hyperlink I.T. Firm LLC,2132922362,954 Clear Creek Canyon Dr Diamond Bar CA 91765,954 Clear Creek Canyon Dr Diamond Bar CA 91765,Complete STIR/SHAKEN Implementation
8795,35509272.0,Groupe SL Inc.,'+15142278093,"300-2085 Marie-Victorin QC J3X 0L5 Varennes, Canada","300-2085 Marie-Victorin QC J3X 0L5 Varennes, Canada",Complete STIR/SHAKEN Implementation
8796,35509397.0,C Voice LTD,'+8801834310001,"33810 Ellsworth Mountains Suite 925   Skilesmouth, Latvia","33810 Ellsworth Mountains Suite 925   Skilesmouth, Latvia",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8797,35509462.0,Ray USA Limited,763-294-8565,7134 Olive Ln North Maple Grove MN 55311,7134 Olive Ln North Maple Grove MN 55311,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8798,29771011.0,Dove Communications Inc,2132342500,1374 East 41st ST Los Angeles CA 90011,1374 E 41st Street Los Angeles CA 90011,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8799,35514439.0,NFON AG,'+4989453000,"Zielstattstr. 36 Bavaria 81379 Munich, Germany","Zielstattstr. 36 Bavaria 81379 Munich, Germany",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8800,30624464.0,Orion Network Solutions LLC,5717307357,1514 Night Shade Ct Vienna VA 22182,1514 Night Shade Ct Vienna VA 22182,Complete STIR/SHAKEN Implementation
8801,35501121.0,Penguin,2095851375,311 S First Street Suite A Turlock CA 95380,311 S First Street Suite A Turlock CA 95380,Complete STIR/SHAKEN Implementation
8802,35136118.0,New Age Networks,5713558100,8000 Towers Crescent Dr Ste 1350 Vienna VA 22182,8000 Towers Crescent Dr Ste 1350 Vienna VA 22182,Complete STIR/SHAKEN Implementation
8803,35515980.0,HousingLink,612-522-2500,1400 Van Buren St NE Ste 215 Minneapolis MN 55413,1400 Van Buren St NE Ste 215 Minneapolis MN 55413,Complete STIR/SHAKEN Implementation
8804,35489293.0,Insight Computer & Design LLC,2314213553,732 Hannah Ave Traverse City MI 49686,732 Hannah Ave Traverse City MI 49686,Complete STIR/SHAKEN Implementation
8805,35521442.0,CallHubBpo,3025800998,7209 Lancaster Pike Hockessin DE 19707,7209 Lancaster Pike Hockessin DE 19707,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8806,35456789.0,MessageCollab,8003550072,"5308 13th Ave, 524 Brooklyn NY 11219","5308 13th Ave, 524 Brooklyn NY 11219",Complete STIR/SHAKEN Implementation
8807,35501584.0,Call Cloud LLC,4049324702,6065 Roswell Road 450 Atlanta GA 30328,6065 Roswell Road 450 Atlanta GA 30328,Complete STIR/SHAKEN Implementation
8808,35483981.0,"Panda Technologies, LLC",5672002910,PO Box 7 North Baltimore OH 45872,PO Box 7 North Baltimore OH 45872,Complete STIR/SHAKEN Implementation
8809,35524065.0,Altec Solutions Group,4177140055,1860 W Arbor St Suite 100 Springfield MO 65807,1860 W Arbor St Suite 100 Springfield MO 65807,Complete STIR/SHAKEN Implementation
8810,35462456.0,Prairie Fire Computers,5153130223,1684 170th St Winterset IA 50273,8805 Chambery Blvd Suite 300-226 Johnston IA 50131,Complete STIR/SHAKEN Implementation
8811,35524289.0,Brightengale,7135898825,3574 W TC Jester Houston TX 77018,3574 W TC Jester Houston TX 77018,Complete STIR/SHAKEN Implementation
8812,34172718.0,Automation Concepts Company,303-679-6060,1250 Bergen PKWY STE B100 Evergreen CO 80439,1250 Bergen PKWY STE B100 Evergreen CO 80439,Complete STIR/SHAKEN Implementation
8813,25520248.0,Wave Solutions LLC,4099249459,5445 HWY 105 BEAUMONT TX 77708,5420 Cole Rd Beaumont TX 77708,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8814,35524784.0,Soaring Towers LLC,3238956164,9415 Culver Blvd #355 Culver City CA 90232,9415 Culver Blvd #355 Culver City CA 90232,Complete STIR/SHAKEN Implementation
8815,35524719.0,Atlas Business Partners,4049325343,1000 Whitlock Ave Suite 320-206 Marietta GA 30064,1000 Whitlock Ave Suite 320-206 Marietta GA 30064,Complete STIR/SHAKEN Implementation
8816,35524453.0,Executive Assistance,636-442-2776,1475 Fairgrounds RD STE 118 St. Charles MO 63301,1475 Fairgrounds RD STE 118 St. Charles MO 63301,Complete STIR/SHAKEN Implementation
8817,35401231.0,Voicelinx LTD,'+442036036888,"Martin House, 12 Regis Rd  NW5 3EW London, United Kingdom","Martin House, 12 Regis Rd  NW5 3EW London, United Kingdom",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8818,35524917.0,Saskatoon Accelerated Technology Inc.,'+1-3069797044,"812 Ave L North SK S7L 2R4 Saskatoon, Canada","812 Ave L North SK S7L 2R4 Saskatoon, Canada",Complete STIR/SHAKEN Implementation
8819,4551529.0,"Clarksville, City Of",4797543148,400 W Main St PO Box 1807 Clarksville AR 72830,400 W Main St PO Box 1807 Clarksville AR 72830,Complete STIR/SHAKEN Implementation
8820,35454727.0,"PNTR Computer & Networking Services, LLC",7174131580,9 West Willow Rd Willow Street PA 17584,9 West Willow Rd Willow Street PA 17584,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8821,35436617.0,Tri-Cities IT Inc,423-484-8400,4599 Highway 394 Suite 10 Bluff City TN 37618,4599 Highway 394 Suite 10 Bluff City TN 37618,Complete STIR/SHAKEN Implementation
8822,35471648.0,TalkFlo Communications Inc.,'+14034542331,"4216 10 Street NE Alberta T2E 6K3 Calgary, Canada","4216 10 Street NE Alberta T2E 6K3 Calgary, Canada",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8823,34959189.0,"Infinity, Inc.",9123284404,10 chatham center s dr suite 300 savannah GA 31405,10 chatham center s dr suite 300 savannah GA 31405,Complete STIR/SHAKEN Implementation
8824,35526243.0,AMR Telecom LLC,6022587968,328 East Willetta Street Phoenix AZ 85004,328 East Willetta Street Phoenix AZ 85004,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8825,35482439.0,12 South Computer,6156187448,1606 Covington Drive Brentwood TN 37027,1606 Covington Drive Brentwood TN 37027,Complete STIR/SHAKEN Implementation
8826,35528066.0,Dial.press,731-410-2828,1923 Emporium Dr Ste F Jackson TN 38305,1923 Emporium Dr Ste F Jackson TN 38305,Complete STIR/SHAKEN Implementation
8827,35528314.0,Teleconnections Network Services Inc,6262386000,600 N Rosemead Blvd Suite 112 Pasadena CA 91107,600 N Rosemead Blvd Suite 112 Pasadena CA 91107,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8828,35529064.0,Constellate Group LLC,3605835550,805 Broadway Suite 1000 Vancouver WA 98660,805 Broadway Suite 1000 Vancouver WA 98660,Complete STIR/SHAKEN Implementation
8829,22362776.0,Danny's Communication Service Inc.,8706260092,1604 S. Lakewood Magnolia AR 71753,1604 S. Lakewood Magnolia AR 71753,Complete STIR/SHAKEN Implementation
8830,35525054.0,"Inception Network Strategies, Inc.",6152365402,105 SE PARKWAY SUITE 116 FRANKLIN TN 37064,105 SE PARKWAY SUITE 116 FRANKLIN TN 37064,Complete STIR/SHAKEN Implementation
8831,29574563.0,"Alextricity Communications, LLC",5732029960,527 Main St Cabool MO 65689,527 main Cabool MO 65689,Complete STIR/SHAKEN Implementation
8832,35463322.0,Felipe Consulting LLC,8883201603,2798 park view ave adrian MI 49221,2798 park view ave adrian MI 49221,Complete STIR/SHAKEN Implementation
8833,35469030.0,Canhost Inc,'+8776044678,"2 - 3190 Sexsmith Rd BC V1X 7S6 Kelowna, Canada","2 - 3190 Sexsmith Rd BC V1X 7S6 Kelowna, Canada",Complete STIR/SHAKEN Implementation
8834,32006249.0,Ripple Fiber,4708070922,6000 Fairview Rd Ste 300 Charlotte NC 28210,6000 Fairview Rd Ste 300 Charlotte NC 28210,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8835,35530203.0,SERVISDEN,3073234769,267 HILBERN COLLINS RD LYONS GA 30436,267 HILBERN COLLINS RD LYONS GA 30436,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8836,35535327.0,"eNet, LLC",9133993638,7500 W. 151st Street #24285 Overland Park KS 66283,7500 W. 151st Street #24285 Overland Park KS 66283,Complete STIR/SHAKEN Implementation
8837,34051466.0,Practechly,7185998810,450 Kent Ave. APT. 3-D BROOKLYN NY 11249,450 Kent Ave. APT. 3-D BROOKLYN NY 11249,Complete STIR/SHAKEN Implementation
8838,35457290.0,NexgenTec LLC,3522243866,2022 TALLY RD STE 1 LEESBURG FL 34748,2022 Tally Rd Ste 1 Leesburg FL 34748,Complete STIR/SHAKEN Implementation
8839,35540749.0,Tanya David,7042576659,2785 E GRAND BLVD STE 455 Detroit MI 48211,2785 E GRAND BLVD STE 455 Detroit MI 48211,Complete STIR/SHAKEN Implementation
8840,35541465.0,"PSP Solutions, LLC",4029336887,4509 S 143rd St Suite 2 Omaha NE 68137,4509 S 143rd St Suite 2 Omaha NE 68137,Complete STIR/SHAKEN Implementation
8841,35541150.0,Scout Technology Guides,'+16044345465,"109 - 9440 202 Street BC V1M 4A6 Langley, Canada",109 - 9440 202 Street Langley V1M 4A6,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8842,35541556.0,Abatri Solutions Inc.,'+1-855-744-5412,"3730 108 Ave NE AB T3N 1V9 Calgary, Canada","3730 108 Ave NE AB T3N 1V9 Calgary, Canada",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
