index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
7896,0003766680,WTC Communications Inc.,7854561000,"1009 Lincoln
PO BOX 25
Wamego KS 66547","1009 Lincoln Ave.
Wamego KS 66547",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7897,0026268839,"WTC Technologies, Inc.",7854561000,"1009 Lincoln Street
Wamego KS 66547","1009 Lincoln Ave.
wamego KS 66547",Complete STIR/SHAKEN Implementation
7898,0016344368,EASY TELEPHONE SERVICES,352-233-2717,"4352 SE 95th Street
Ocala FL 34480","4352 SE 95th St
Ocala FL 34480",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7899,0021678982,"CIO Now, LLC",'+16026484949,"P.O. Box 13241
Scottsdale AZ 85267","P.O. Box 13241
Scottsdale AZ 85267",Complete STIR/SHAKEN Implementation
7900,0033269689,"Telnet USA, LLC",(917) 498-0314,"63 Flushing Avenue
Building 11A
Brooklyn NY 11205","63 Flushing Avenue
Building 11A
Brooklyn NY 11205",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7901,0022524326,smplsolutions,9495448640,"20503 CRESCENT BAY DR
Lake Forest CA 92630","20503 CRESCENT BAY DR
LAKE FOREST CA 92630",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7902,0022868194,Nova Communications Inc,9522493960,"14100 Carlson Parkway
Suite 100
Plymouth MN 55441","14100 Carlson Parkway
Suite 100
Plymouth MN 55441",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7903,0034911917,EON GLOBALTELECOM LTD,'+12067381112,"No. 6 Yele Street
FCT  Abuja, Nigeria","No. 6 Yele Street
FCT  Abuja, Nigeria",Complete STIR/SHAKEN Implementation
7904,0020792800,Flexip Solutions Inc.,4848722513,"2313 Shipley Road
Wilmington DE 19803","150 River Road
Unit i-1
Montville NJ 07045",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7905,0018422345,"EnTelegent Solutions, Inc.",704-909-9410,"2520 Whitehall Park Drive
Suite 200
Charlotte NC 28273","2520 Whitehall Park Drive
Suite 200
Charlotte NC 28273",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7906,0010339182,"Satcom Direct Government, Inc.",321-777-3000,"1050 Satcom Lane
Melbourne FL 32940","1050 Satcom Lane
Melbourne FL 32940",Complete STIR/SHAKEN Implementation
7907,0034920215,Integrated Solutions,9177196349,"834 Sterling Place #406
Brooklyn NY 11216","834 Sterling Place #406
Brooklyn NY 11216",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7908,0007213531,North Central Communications,6156662151,"872 Hwy 52 Bypass East
PO Box 70
Lafayette TN 37083","872 Hwy 52 Bypass East
PO Box 70
Lafayette TN 37083",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7909,0011283405,"Pioneer Wireless, Inc.",2075387923,"34 Military Street
Houlton ME 04730","34 Military Street
Houlton ME 04730",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7910,0034794255,"InterBel Telephone Cooperative,Inc.",4068891005,"6 dewey ave
Eureka MT 59917","PO BOX 648
Eureka MT 59917",Complete STIR/SHAKEN Implementation
7911,0034921874,BS International LLC,'+1 229 999 3265,"5142 N Academy Blvd
Unit 4142
Colorado Springs CO 80918","5142 N Academy Blvd
Unit 4142
Colorado Springs CO 80918",Complete STIR/SHAKEN Implementation
7912,0031562218,"Taylored Systems, LLC",317-776-4000,"14701 Cumberland Rd.
Suite 100
Noblesville IN 46060","14701 Cumberland Rd.
Suite 100
Noblesville IN 46060",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7913,0027362102,"3E8 Broadband Solutions, LLC",870-336-0999,"4314 Stadium Blvd.
Jonesboro AR 72404","4314 Stadium Blvd.
Jonesboro AR 72404",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7914,0018641639,Megatel Netcom Corporation,626-240-0599,"11100 Valley Blvd
Ste202
El Monte CA 91731","11100 Valley Blvd
Ste202
El Monte CA 91731",Complete STIR/SHAKEN Implementation
7915,0008850224,"OUTFITTER SATELLITE, INC.",615-695-1102,"2727 Old Elm Hill Pike
Nashville TN 37214","2727 Old Elm Hill Pike
Nashville TN 37214",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7916,0033382367,"PWC Telecom, LLC",602-515-0314,"5425 E. Bell Rd.
Suite #141
Scottsdale AZ 85454","5425 E. Bell Rd.
Suite #141
Scottsdale AZ 85454",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7917,0030171383,Northcentral Connect Inc,662.932.3501,"PO Box 405
Byhalia MS 38654","4600 Northcentral Way
Olive Branch MS 38654",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7918,0034936807,Mote Family Corporation,'+1 4052679558,"820 W Danforth Rd # 308
Edmond OK 73003","820 W Danforth Rd # 308
Edmond OK 73003",Complete STIR/SHAKEN Implementation
7919,0018602995,Clarksville Mutual Telephone Company,217-889-2191,"11767 East Clarksville Road
Marshall IL 62441","11767 East Clarksville Road
Marshall IL 62441",Complete STIR/SHAKEN Implementation
7920,0034853036,IDS Indata,'+441684571462,"Chequers Way
Worcestershire WR14 1GP MALVERN, United Kingdom","Chequers Way
Worcestershire WR14 1GP MALVERN, United Kingdom",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7921,0034920579,OMNICOMM NETWORKS LLC,646-866-9220,"254 Chapman Rd Ste 208 #14164
Newark DE 19702","254 Chapman Rd Ste 208 #14164
Newark DE 19702",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7922,0034735076,UC Initiatives LLC,6028423992,"7135 E Camelback Rd
Ste 230
Scottsdale AZ 85251","20928 E Mockingbird Dr
Queen Creek AZ 85142",Complete STIR/SHAKEN Implementation
7923,0034938753,CYBTEL LLC,8329988446,"Almeda Road
Houston TX 77004","Almeda Road
Houston TX 77004",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7924,0032455198,Afnet LLC,4044335999,"5705 Commerce Blvd
Alpharetta GA 30004","5665 North Commerce Ct
Alpharetta GA 30004",Complete STIR/SHAKEN Implementation
7925,0003732674,Chickasaw Long Distance Company,5806222111,"P.O. Box 460
124 W. Vinita
Sulphur OK 73086","P.O. Box 460
124 W. Vinita
Sulphur OK 73086",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7926,0028825933,"Cumberland Cellular, LLC",270-343-1197,"2150 Main Street
P.O. Box 80
Jamestown KY 42629","2150 Main Street
P.O. Box 80
Jamestown KY 42629",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7927,0005067665,Winn Telephone dba Winn Telecom,9897489802,"402 N Mission St Suite 1
Mt.Pleasant MI 48858","402
N Mission St Ste 1
Mt Pleasant MI 49735",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7928,0034945691,GTK Networks llc,9548182888,"440 Sawgrass Corporate Pkwy STE 206
Sunrise FL 33325","440 Sawgrass Corporate Pkwy STE 206
Sunrise FL 33325",Complete STIR/SHAKEN Implementation
7929,0009700592,Shrewsbury Community Cablevision,508-841-8572,"100 Maple Ave.
774-535-3812
Shrewsbury MA 01545","100 Maple Ave.
774-535-3812
Shrewsbury MA 01545",Complete STIR/SHAKEN Implementation
7930,0015302078,"i-wireless, LLC",513-449-0401,"1 Levee Way
Suite 1122
Newport KY 41071","1 Levee Way
Suite 1122
Newport KY 41071",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7931,0034947606,Hexzap Solutions LLC,9452950010,"539 W. Commerce St #5705
TX 75208 Dallas, United States","539 W. Commerce St #5705
Dallas TX 75208",Complete STIR/SHAKEN Implementation
7932,0020992004,Frankfort Plant Board,5023524541,"98 B Tanglewood Dr.
Frankfort KY 40601","151 Flynn Avenue
Frankfort KY 40601",Complete STIR/SHAKEN Implementation
7933,0015535271,Columbia Energy L.L.C,509.526.4041,"2929 Melrose St
Walla Walla WA 99362","2929 Melrose Street
Walla Walla WA 99362",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7934,0027611367,Jasper County REMC,219.866.4601,"280 E Wood Road
Rensselaer IN 47978","280 East Wood Rd
Rensselaer IN 47978",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7935,0034740860,"connectSCP, LLC",740.475.9054,"720 Mill Park Drive
Lancaster OH 43130","720 Mill Park Drive
Lancaster OH 43130",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7936,0002860468,"Jo-Carroll Energy, Inc. (NFP)",815.858.2207,"793 US Rte 20 west
PO Box 390
Elizabeth IL 61028","793 US Route 20 W
Elizabeth IL 61028",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7937,0003733581,"Knology of the Valley, Inc.",630-219-3750,"6050 Knology Way
Columbus GA 31909","4350 Weaver Pkwy
Warrenville IL 60555",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7938,0001584697,"CenturyTel of Washington, Inc.",3037073844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7939,0020593554,Wyandotte Municipal Services,734-324-7131,"3005 Biddle Avenue
Wyandotte MI 48192","3005 Biddle Avenue
Wyandotte MI 48192",Complete STIR/SHAKEN Implementation
7940,0034920041,ProSpire BPO USA LLC,'+5067035-5092,"16542 E. Stacey Rd.
Queen Creek AZ 85142","Oficentro Aeropuerto Plaza, Office #H-10, Section #3, 2nd floor, Rio Segundo,
Alajuela 20109
Costa Rica",Complete STIR/SHAKEN Implementation
7941,0030374227,"Petit Jean Fiber, LLC",5017452493,"270 Quality Drive
Clinton AR 72031","270 Quality Drive
Clinton AR 72031",Complete STIR/SHAKEN Implementation
7942,0003733599,"Valley Telephone Co., LLC",630-219-3750,"6050 Knology Way
Columbus Georgia 31909","4350 Weaver Pkwy
Warrenville IL 60555",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7943,0031361520,"Shoutbomb, LLC",5102822785,"1311 Begier Ave
San Leandro CA 94577","1311 Begier Ave
San Leandro CA 94577",Complete STIR/SHAKEN Implementation
7944,0034945436,NETRUNK LTD,'+442037691682,"71-75 Shelton Street, Covent Garden
London WC2H 9JQ London, United Kingdom","71-75 Shelton Street, Covent Garden
London WC2H 9JQ
London",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7945,0034946293,RADEIN MANAGED SERVICES,817-349-3800,"3625 E HIGHWAY 67
BLDG K
CLEBURNE TX 76031","3625 E HIGHWAY 67
BLDG K
CLEBURNE TX 76031",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7946,0004937827,"Mud Lake Telephone Cooperative Assn, Inc.",2083745401,"59 W Main St.
PO Box 235
Dubois ID 83423","59 W Main St.
PO Box 235
Dubois ID 83423",Complete STIR/SHAKEN Implementation
7947,0025360173,"Plains Internet, LLC",8063407316,"7519 Canyon Drive
Amarillo TX 79110","7130 Bell St
Amarillo TX 79109",Complete STIR/SHAKEN Implementation
7948,0034952085,DO Electrical,'+1 606 691 0343,"12094 Hwy. 437
West Liberty KY 41472","12094 Hwy. 437
West Liberty KY 41472",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7949,0034891408,"Computer Help L.A., Inc.",3108930878,"10573 W Pico Blvd.
Ste. 827
Los Angeles CA 90064","10573 W Pico Blvd.
Ste. 827
Los Angeles CA 90064",Complete STIR/SHAKEN Implementation
7950,0029834983,Rooster Grin Media LLC,'+14155282520,"575 Sutter ST
#303
San Francisco CA 94102","1350 Beverly Road
Suite 115-140
McLean VA 22101",Complete STIR/SHAKEN Implementation
7951,0034952374,"Clinic Networking, LLC",4053000122,"5830 NW. Express Way #144
Oklahoma City OK 73132","5830 NW. Express Way #144
Oklahoma City OK 73132",Complete STIR/SHAKEN Implementation
7952,0028611192,BroadConnex,9495739167,"28052 Camino Capistrano
Suite 205
Laguna Niguel CA 92677","28052 Camino Capistrano
Suite 205
Laguna Niguel CA 92677",Complete STIR/SHAKEN Implementation
7953,0024871766,Comtech Phones Corporation,4254518138,"188 Front Street,
Suite 116-173
Franklin TN 37064","188 FRONT STREET, SUITE 116-173
Franklin TN 37064",Complete STIR/SHAKEN Implementation
7954,0023269996,"Central Valley Networks, Inc",5593267950,"755 N PEACH AVE
STE I-14
CLOVIS CA 93611","755 N PEACH AVE
STE I-14
CLOVIS CA 93611",Complete STIR/SHAKEN Implementation
7955,0016210437,"Sierra Nevada Communications, LLC",209-588-9601,"PO Box 281
Standard CA 95373","PO Box 281
Standard CA 95373",Complete STIR/SHAKEN Implementation
7956,0031791122,"Nerd Nation IT Solutions and Repair, LLC",307-578-7442,"1701 Stampede Ave Suite 202
PO Box 1837
Cody WY 82414","2706 Big Horn Ave Suite B
Cody WY 82414",Complete STIR/SHAKEN Implementation
7957,0025435264,"Rumpf Computer Solutions, Inc.",4197243115,"7430 W Central Ave
E
Toledo OH 43617","7430 W Central Ave
E
Toledo OH 43617",Complete STIR/SHAKEN Implementation
7958,0034847277,oriel green LLC,302-302-9940,"1007 N Orange St. 4th Floor
Floor, 2905 Wilmington, DE 19801
Delware DE 19801","1007 N Orange St. 4th Floor
Floor, 2905 Wilmington, DE 19801
Delware DE 19801",Complete STIR/SHAKEN Implementation
7959,0028706406,"Mint Mobile, LLC",949-239-9461,"1550 Scenic Ave, Suite 100
Costa Mesa CA 92626","1550 Scenic Ave, Suite 100
Costa Mesa CA 92626",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7960,0029744430,"Varnet, Inc. dba Varcomm Broadband",5595342211,"P.O. Box 700
23473 Ave 56
Ducor CA 93218","P.O. Box 700
23473 Ave 56
Ducor CA 93218",Complete STIR/SHAKEN Implementation
7961,0034952721,Apt Interactive LLC,4024183110,"1344 Main Ave
Crete NE 68333","1344 Main Ave
Crete NE 68333",Complete STIR/SHAKEN Implementation
7962,0033160805,"Varcomm Holdings, Inc.",559-534-2211,"P.O. Box 700
23472 Avenue 56
Ducor CA 93218","P.O. Box 700
23472 Avenue 56
Ducor CA 93218",Complete STIR/SHAKEN Implementation
7963,0034952655,"Inside Connection Communications, Inc",3163125226,"PO Box 547
Rose Hill KS 67133","PO Box 547
Rose Hill KS 67133",Complete STIR/SHAKEN Implementation
7964,0030517684,"SR Technologies, Inc.",8444923269,"1550 Airport Blvd Ste 101
Santa Rosa CA 95403","1550 Airport Blvd Ste 101
Santa Rosa CA 95403",Complete STIR/SHAKEN Implementation
7965,0034953000,"Innovative Phone Systems, LLC (DBA D&S Technologies)",2627891111,"5665 S. 108th St
Hales Corners WI 53130","5665 S. 108th St
Hales Corners WI 53130",Complete STIR/SHAKEN Implementation
7966,0023676141,Desert Telecom Inc.,7608377000,"73680 Highway 111
Palm Desert CA 92260","73680 Highway 111
Palm Desert CA 92260",Complete STIR/SHAKEN Implementation
7967,0030721906,Panurgy NY Metro LLC,9734003700,"3 Wing Dr
Ste 225
Cedar Knolls NJ 07927","3 Wing Dr
Ste 225
Cedar Knolls NJ 07927",Complete STIR/SHAKEN Implementation
7968,0025669821,CMH Solutions LLC,'+1-440-299-8111,"1421 Commowealth Ave
Cleveland OH 44124","1421 Commowealth Ave
Cleveland OH 44124",Complete STIR/SHAKEN Implementation
7969,0023580368,Vicomptel USA Inc.,5102529688,"48521 Warm Springs Blvd.
#314
Fremont CA 94539","48521 Warm Springs Blvd.
#314
Fremont CA 94539",Complete STIR/SHAKEN Implementation
7970,0026541029,Advanced Internet,509-895-9600,"P.O. Box 2732
Yakima WA 98907","1703 University Parkway
Yakima WA 98901",Complete STIR/SHAKEN Implementation
7971,0022330997,"Intelenet Communications, Inc.",732-202-0800,"117 Albert Street
Brick NJ 08724","2222 Foster Rd
Point Pleasant NJ 08742",Complete STIR/SHAKEN Implementation
7972,0033785098,Crystal A Barker King,7722558647,"2916 25th St SW
Vero Beach FL 32968","2916 25th St SW
Vero Beach FL 32968",Complete STIR/SHAKEN Implementation
7973,0031503626,"Computer Support & Services, LLC",5033542036,"110 Pacific Ave
Tillamook OR 97141","110 Pacific Ave
Tillamook OR 97141",Complete STIR/SHAKEN Implementation
7974,0034955526,X2com BV,'+31888892211,"Heikampweg 5A
NBR 5249JX Rosmalen, Netherlands","Heikampweg 5A
NBR 5249JX Rosmalen, Netherlands",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7975,0034955559,Wx3 Telecom AB,'+46852507753,"Osterogatan 1
 16440 Kista, Sweden","Osterogatan 1
 16440 Kista, Sweden",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7976,0033922428,"Varconnect Cloud, LLC",5855639500,"273 Pinegrove Ave,
Rochester NY 14617","273 Pinegrove Ave,
Rochester NY 14617",Complete STIR/SHAKEN Implementation
7977,0022505283,"Copper Valley Wireless, LLC",907.835.7734,"329 Fairbanks Street
Valdez AK 99686","PO Box 337
Valdez AK 99686",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7978,0018008219,"Associated Systems Professionals, LLC",3043436337,"2345 Chesterfield Ave
Suite 400
Charleston WV 25304","419 D Street
South Charleston WV 25303",Complete STIR/SHAKEN Implementation
7979,0023435936,"B2 Solutions, Inc",239-214-0686,"1406 SE 46th Ln
Suite 8
Cape Coral FL 33904","1406 SE 46th Ln
Suite 8
Cape Coral FL 33904",Complete STIR/SHAKEN Implementation
7980,0033891128,The Chillicothe Telephone Co,7407728206,"PO Box 480
68 East Main Street
Chillicothe OH 45601","PO Box 480
68 East Main Street
Chillicothe OH 45601",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
7981,0031027329,Saramana Business Products,9413799999,"1618 BARBER RD
SARASOTA FL 34240","1618 BARBER RD
SARASOTA FL 34240",Complete STIR/SHAKEN Implementation
7982,0024230179,"A-1 TEL-COM, INC.",9363366983,"607 MAIN ST
LIBERTY TX 77575","607 MAIN ST
LIBERTY TX 77575",Complete STIR/SHAKEN Implementation
7983,0027122050,COSO Media LLC dba Virtual DataWorks,330-800-2186,"4652 Belden Village St NW
Canton OH 44718","475 Wolf Ledges Parkway
Akron OH 44311",Complete STIR/SHAKEN Implementation
7984,0033428632,"Southtec, Inc.",6623975844,"1936 East Main Street
Tupelo MS 38804","1936 East Main Street
Tupelo MS 38804",Complete STIR/SHAKEN Implementation
7985,0034221952,TechBoot LLC,9732290274,"19 Village Lane
Sparta NJ 07871","19 Village Lane
Sparta NJ 07871",Complete STIR/SHAKEN Implementation
7986,0024581449,Treysta LLC,717-337-1300,"55 N. Fifth Street
Gettysburg PA 17325","55 N. Fifth Street
Gettysburg PA 17325",Complete STIR/SHAKEN Implementation
7987,0025262940,Total Electronics Contracting,4177825555,"3026 S Prigmore Ave
Joplin MO 64804","3026 S Prigmore Ave
Joplin MO 64804",Complete STIR/SHAKEN Implementation
7988,0025393828,Wright Technology Solutions,'+1-931-233-1500,"1820 Mercantile Drive
Clarksville TN 37040","1820 Mercantile Drive
Clarksville TN 37040",Complete STIR/SHAKEN Implementation
7989,0003753472,"Steelville Long Distance Company, Inc",5737752111,"61 E. Highway 8
PO Box 370
Steelville MO 65565","61 E. Highway 8
PO Box 370
Steelville MO 65565",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7990,0022828008,"LPS Associates, LLC",800-856-9610,"716 Dekalb Pike
Suite #123
Blue Bell PA 19422","716 Dekalb Pike
Suite #123
Blue Bell PA 19422",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7991,0031617905,Cloud Nebula Solutions LLC,401-378-2153,"6 Standring Street
Cumberland RI 02864","6 Standring Street
Cumberland RI 02864",Complete STIR/SHAKEN Implementation
7992,0030313001,"Advantage IT Services, LLC",702-827-3700,"10653 EARLY DAWN CT
LAS VEGAS NV 89129","4362 Thistle St.
Logandale NV 89021",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7993,0029476926,Datacruz Inc,5742545254,"PO BOX 220
Mishawaka IN 46545","PO BOX 220
Mishawaka IN 46545",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7994,0029502309,"Kilpatrick IT Solutions, LLC",603-262-1405,"2303 Columbia Circle
Merrimack NH 03054","2303 Columbia Circle
Merrimack NH 03054",Complete STIR/SHAKEN Implementation
7995,0029121837,DowdSystems Administration LLC dba NextBell,(269)983-2222,"830 Pleasant Street
Suite 408
Saint Joseph MI 49085","P. O. Box 212
Saint Joseph MI 49085",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
7996,0034942193,Managed Telecom Inc,2147303722,"2025 Saint Pierre
Carrollton TX 75006","10207 Alamosa Lane
Temple TX 76502",Complete STIR/SHAKEN Implementation
7997,0025259458,Vive Communications,3395027560,"50 Braintree Hill Park
Suite 220
Braintree MA 02184","50 Braintree Hill Park
Suite 220
Braintree MA 02184",Complete STIR/SHAKEN Implementation
7998,0025904632,"Todays Telecommunications Industries, LLC",7135907322,"PO Box 271785
Houston TX 77277","PO Box 271785
Houston TX 77277",Complete STIR/SHAKEN Implementation
7999,0025302506,"Hughes Telephone, Inc.",309-743-2130,"4123 24th Ave
Moline IL 61265","4123 24th Ave
Moline IL 61265",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8000,0023708118,Tri-State Voice and Data Inc,7242250994,"532 Horne Run Rd
Amity PA 15311","532 Horne Run Rd
Amity PA 15311",Complete STIR/SHAKEN Implementation
8001,0034956003,"ComTech Computer Services, Inc. d/b/a ComTech Network Solutions",3365709409,"1204 S Main St
Graham NC 27253","1204 S Main St
Graham NC 27253",Complete STIR/SHAKEN Implementation
8002,0031170368,"Midwest PROTECH, LLC",5133221306,"4471 Bridgetown Rd
Cincinnati OH 45211","4471 Bridgetown Rd
Cincinnati OH 45211",Complete STIR/SHAKEN Implementation
8003,0027122415,Wiensco LLC,'+18167631100,"6200 Main St
Grandview MO 64030","6200 Main St
Grandview MO 64030",Complete STIR/SHAKEN Implementation
8004,0027790310,4D Support,3177742480,"PO box 736
Fishers IN 46038","PO box 736
Fishers IN 46038",Complete STIR/SHAKEN Implementation
8005,0030862387,Hickory Computer LLC,8288553983,"805 Main Avenue SW
Hickory NC 28602","805 Main Avenue SW
Hickory NC 28602",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8006,0034426577,"Real Time Networks, Inc.",720-897-8668,"1580 N Logan St, Ste 660
PMB 27509
Denver CO 80203","1580 N Logan St, Ste 660
PMB 27509
Denver CO 80203",Complete STIR/SHAKEN Implementation
8007,0028857043,Grice Enterprises LLC,580-286-5884,"17 N Central Ave
Idabel OK 74745","17 N Central Ave
Idabel OK 74745",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8008,0024405532,"Valley Computer Solutions, LLC",507-858-4371,"3760 Service Drive
PO Box 1527
Winona MN 55987","3760 Service Drive
Winona MN 55987",Complete STIR/SHAKEN Implementation
8009,0029379674,Coastal Voice LLC,'+19123064684,"101 W 41st street
savannah GA 31401","115 N Marsh Rd
savannah GA 31401",Complete STIR/SHAKEN Implementation
8010,0025458514,CGB Tech Solutions Inc.,2163739449,"2310 Superior Ave. E
#105
Cleveland OH 44114","2310 Superior Ave. E
#105
Cleveland OH 44114",Complete STIR/SHAKEN Implementation
8011,0033011602,"Verge Network Solutions, LLC",4057828430,"12308 Hidden Forest Blvd.
Oklahoma City OK 73142","12308 Hidden Forest Blvd.
Oklahoma City OK 73142",Complete STIR/SHAKEN Implementation
8012,0034006478,SkyTek Telecom Inc.,845 525 6000,"3 Radomsk Way
Unit 301
Monroe NY 10950","3 Radomsk Way
Unit 301
Monroe NY 10950",Complete STIR/SHAKEN Implementation
8013,0034956854,Schultz Technology Solutions,8557707200,"3117 W Ridge Pike
Pottstown PA 19464","3117 W Ridge Pike
Pottstown PA 19464",Complete STIR/SHAKEN Implementation
8014,0029643574,Aztec Sound and Communications Inc,6177598832,"6 LT BUCK DRIVE
Wilmington MA 01887","374 Main Street
Wilmington MA 01887",Complete STIR/SHAKEN Implementation
8015,0033939182,DC Current Corp,3473084774,"121 Chevy Lane
Lakewood NJ 08701","121 Chevy Lane
Lakewood NJ 08701",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8016,0034958827,Savers hub solution,'+91-8542365965,"P.No. 348/1
Telangana 500040 hyderabad, India","P.No. 348/1 A,B,C, Jawaharnagar
hyderabad 500040
hyderabad",Complete STIR/SHAKEN Implementation
8017,0007786122,"TNS Transline, LLC",7034538300,"10740 Parkridge Blvd.
Suite 100
Reston VA 20191","10740 Parkridge Blvd.
Suite 100
Reston VA 20191",Complete STIR/SHAKEN Implementation
8018,0033894023,"White River Technologies, LLC",417.335.9273,"PO BOX 969
Branson MO 65615","PO Box 969
Branson MO 65615",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8019,0029296605,Secured Telecom Networks LLC,'+919746431983,"16192, Coastal Highway
Lewes DE 19958","F1 - 301, Highland Park
Mulund West
Mumbai DE 400082
Maharashtra",Complete STIR/SHAKEN Implementation
8020,0022456487,CSI of St. Louis Inc,636-534-6600,"18161 Edison Ave
Suite D
Chesterfield MO 63005","140 Long Rd. Suite 100
Chesterfield MO 63005",Complete STIR/SHAKEN Implementation
8021,0034151233,VariNet TeleServices Inc.,'+1-604-637-3290,"7184 120th Street, Suite 422
BC V3W0M6 Surrey, Canada","7184 120th Street, Suite 422
BC V3W0M6 Surrey, Canada",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8022,0023789407,TOWNER COMMUNICATIONS SYSTEMS,5736343339,"2511B INDUSTRIAL DRIVE
JEFFERSON CITY MO 65109","2511B INDUSTRIAL DRIVE
JEFFERSON CITY MO 65109",Complete STIR/SHAKEN Implementation
8023,0026865832,"Thinking Tools, LLC",7324621051,"9 Davison Ave
Suite 1
Jamesburg NJ 08831","9 Davison Ave
Suite 1
Jamesburg NJ 08831",Complete STIR/SHAKEN Implementation
8024,0030082077,"COM HOME NETWORK SOLUTIONS, LLC",866-391-3898,"2601 Litle Elm Pkwy
Ste 1001
Little Elm TX 75068","2601 Litle Elm Pkwy
Ste 1001
Little Elm TX 75068",Complete STIR/SHAKEN Implementation
8025,0029863321,Jackson Electric Cooperative,(361) 771-4435,"8725 State Highway 111 South
Ganado TX 77962","100 Cooperative Way
Bay City TX 77414",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8026,0025406547,Champaign County Telephone Sales and Service LLC,9376537605,"122 Miami
front
Urbana OH 43078","1358 Lippincott Rd
Urbana OH 43078",Complete STIR/SHAKEN Implementation
8027,0030013494,"United Business Technologies, Inc.",3192002095,"3100 E Avenue NW
Suite 108
Cedar Rapids IA 52405","3100 E Avenue NW
Suite 108
Cedar Rapids IA 52405",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8028,0019297373,"Dymin Systems, Inc.",5152767447,"3970 NW Urbandale Dr
Urbandale IA 50322","4601 NW Urbandale Dr Suite 126
Urbandale IA 50322",Complete STIR/SHAKEN Implementation
8029,0022524433,Phone Guys LLC,360-904-6782,"PO Box 873279
Vancouver WA 98687","PO Box 873279
Vancouver WA 98687",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8030,0024520363,"ComRes, Inc.",'+9544629600,"13798 NW 4th Street, Suite 315
SUNRISE FL 33325","13798 NW 4th Street, Suite 315
SUNRISE FL 33325",Complete STIR/SHAKEN Implementation
8031,0027180314,HNB Venture Partners LLC dba EscapeWire Solutions,716-893-4984,"617 Dingens St
Buffalo NY 14206","617 Dingens Street
Buffalo NY 14206",Complete STIR/SHAKEN Implementation
8032,0026567503,TEKLINK CORP,8773876002,"1 Sasev Ct
Unit 201
Monroe NY 10950","1 Sasev Ct
Unit 201
Monroe NY 10950",Complete STIR/SHAKEN Implementation
8033,0025217001,"AdamsComm, Inc.",5088664086,"128 Main St.
Suite 11
CArver MA 02330","66 Main St.
Unit 4
Carver MA 02330",Complete STIR/SHAKEN Implementation
